Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
17260c93-fcaf-3ccf-815b-0ddb786f5f6d,HOLLYWOOD CROSS MEDICAL CLINIC,1110 N WESTERN AVE,LOS ANGELES,CA,900291087,34.0536909,-118.242766,3234636881,0.0,824
c14dfbe8-b54d-345e-9c25-25f803f7cf00,5648 EAST GOTHAM STREET LLC,5648 GOTHAM ST,BELL GARDENS,CA,902015413,33.961156,-118.166445,5629272641,0.0,2
c23c2ee1-24f4-3913-8a57-1510245030a9,MILLER FAMILY MEDICINE AND MINOR TRAUMA,10042 WOLF RD STE A,GRASS VALLEY,CA,959498192,39.2190607,-121.06292,5302688778,0.0,47
ce6168de-efd3-3b56-9c53-b97b9c91e539,EGIDA HOME HEALTH CARE  INC,13701 RIVERSIDE DR SUITE 316,SHERMAN OAKS,CA,914232447,34.1576114,-118.4401126,8182423536,0.0,6
bf5c8080-2932-33cd-a909-544a6cf35968,COUNTY OF RIVERSIDE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,9514864458,0.0,108
1dd0d14f-2ee5-33f6-a814-9ecc2a14998e,ROYAL HOME CARE INC,870 HAMPSHIRE RD STE P,WESTLAKE VILLAGE,CA,913616041,34.15478506398215,-118.83157757806522,8052303033,0.0,1
4540ecfc-9ac2-39e0-a54a-8c6f281c83e7,PLATINUM MEDICAL CARE,11100 WARNER AVE,FOUNTAIN VALLEY,CA,927087511,33.715711299999995,-117.9358160462603,7146419696,0.0,28
281b06af-1634-3402-aff7-fb15b28aa9b3,NEWBURY PARK URGENT CARE CENTER LTD,2080 NEWBURY RD,NEWBURY PARK,CA,91320,34.1832643283084,-118.9245233941602,8054990308,0.0,1
8c0220f0-7dcf-3b0d-a025-cd19ea25b9ae,BLUFF ENTERPRISES CORP,510 MILL ST,FOLSOM,CA,956302607,38.679738453588236,-121.16824432814472,9169853641,0.0,1
b4352609-b23a-3cfe-8622-f33fc9f31673,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,39950 VISTA DEL SOL,RANCHO MIRAGE,CA,922703206,33.758467795918364,-116.39758967346938,7603400053,0.0,6
165b6ac2-0973-39e8-834c-2294793473ea,HEALTHCARE IN ACTION MEDICAL GROUP,3800 KILROY AIRPORT WAY,LONG BEACH,CA,908066818,33.8072155,-118.1445534,6174079515,0.0,37
32dd5695-3c26-3f1e-80e6-700668319d63,SAN DIEGO CA MULTI SPECIALTY ASC LLC,7485 MISSION VALLEY RD,SAN DIEGO,CA,921084422,32.779344,-117.160108,6192913737,0.0,87
c0c76cf5-cb44-33cf-9897-dc9cdd38991c,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,945586234,38.2795246,-122.2998321,7072535000,0.0,360
a5e9d63d-9eef-3426-aacd-8391a5ddaee4,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,MOSS BEACH,CA,940389641,37.52011950000001,-122.5096690223618,6509924000,0.0,771
5d0ef748-1894-3819-a370-79b03a89ade2,PRESTIGE MEDICAL CLINIC AND URGENT CARE INC,1532 SAN BERNARDINO AVE STE A2,POMONA,CA,917673559,34.075793,-117.720272,9099570131,0.0,11
b0917462-e530-3a1d-944f-b219d683c645,SONOMA VALLEY COMMUNITY HEALTH CENTER,19270 SONOMA HIGHWAY 12,SONOMA,CA,95476,38.5110803,-122.8473388,7079396070,0.0,28
3a4c88b6-541b-3b16-b98c-51d004309a89,PRIME HEALTHCARE SERVICES - ENCINO LLC,16237 VENTURA BLVD,ENCINO,CA,914362201,34.15736795,-118.4868709353006,8189955000,0.0,34
0ff78642-3664-3211-929e-6a024de979bb,ANAHEIM TERRACE CARE CENTER,141 SOUTH KNOTT AVENUE,ANAHEIM,CA,928041406,33.8228826,-118.0108498,7148217310,0.0,10
1382083f-082e-3567-9141-e4829c9ffd8d,1 WORLD MEDICINE URGENT CARE CORP,925 S GARFIELD AVE,ALHAMBRA,CA,918014442,34.085471909090906,-118.12315104545455,6265723688,0.0,1
